Date,Overall Rating,Textual Review,matched_conditions,similarity_scores
5/4/2014,4.7,"Abilify has been part of my medication regime for more then 5 years, and for 20+ years of being over medicated I realized it's a hit or miss game, not necessarily the fault of the psychiatric med provider because their guess is as good as mine. Treatment should be a collaboration and we have the power to make a choice. Back to Abilify; in my experience it has been effective in stabilization, but massive weight gain and difficulty in losing weight has been a big problem in addition to sleeplessne... ss. It is my opinion that it has more anti-depressant qualities, so what time of the day you take it and the milligrams you are on is important. Try tweaking the dosage and timing before you write any medication off, including Abilify. I met with a provider that did a second evaluation of my meds after 20 years of being treated at an unrelated facility. He immediately cut 8 different medications with multiple dosages of each per day down to 3 medications only one of each per day. Abilify is still part of my regime, but taking it at night caused me many sleepless nights and nightly anxiety attacks. I am now taking it during the day and it is sure to work as a great accelerant with balanced moods. Again, you must be AWARE and CAREFUL! YOU are the one ingesting this medication, not your provider! When I see my med provider again, I am going to discuss the reduction in the milligrams of Abilify I take as Abilify packs a big punch. COLLABORATION and PARTICIPATION PEOPLE! I can't stress this enough. I also recommend taking meditation classes or anything that works for you to help calm you and ease your perspective of yourself and life. YOU must take action in ASSISTING your medication therapy. A pill can not heal what ails the spirit. Warmth and Loving-kindness to you all. I hope this helps.     Read More Read Less  6Report this post",[],[]
5/2/2014,5.0,6Report this post,[],[]
5/2/2014,5.0,6Report this post,[],[]
4/29/2014,1.0,My mother was put on this while in a rehab she was bipolar and had the start of dementia which according to information should not have been on sh later passed of aspiration pneumonia. This should be taken off the market.86Report this post,"['Dementia', 'Bipolar I', 'Bipolar Depression']","[0.25849158588712284, 0.15497711884083695, 0.1262417538907935]"
4/29/2014,1.0,My mother was put on this while in a rehab she was bipolar and had the start of dementia which according to information should not have been on sh later passed of aspiration pneumonia. This should be taken off the market.86Report this post,"['Dementia', 'Bipolar I', 'Bipolar Depression']","[0.25849158588712284, 0.15497711884083695, 0.1262417538907935]"
4/27/2014,1.7,"It was a NIGHTMARE! Created huge Anxiety, nervousness, couldn't sleep! Massive weight gain! 60 lbs in a short period of time while only taking .5 mg! Personality change! Ticks! My daughter started walking sideways! Also couldn't focus on school. She went from being a 3.50 student to failing every class! 3 yrs later my daughter still has not lost all the belly weight! So angry! Do not take this med!!! In our opinion!16Report this post",['Body Weight Change'],[0.16613271363486948]
4/27/2014,1.7,"It was a NIGHTMARE! Created huge Anxiety, nervousness, couldn't sleep! Massive weight gain! 60 lbs in a short period of time while only taking .5 mg! Personality change! Ticks! My daughter started walking sideways! Also couldn't focus on school. She went from being a 3.50 student to failing every class! 3 yrs later my daughter still has not lost all the belly weight! So angry! Do not take this med!!! In our opinion!16Report this post",['Body Weight Change'],[0.16613271363486948]
4/25/2014,3.7,"Too much in weight gain. Felt better, but gained 15 pounds in 5 weeks and can not loose.15Report this post",['Antipsychotics Weight Gain'],[0.19751230396396147]
4/25/2014,3.7,"Too much in weight gain. Felt better, but gained 15 pounds in 5 weeks and can not loose.15Report this post",['Antipsychotics Weight Gain'],[0.19751230396396147]
4/23/2014,2.3,"I began taking abilify inconjunction with the cymbalta I had been taking for years.  the first 2 weeks I felt like the abilify was helping.  During the third week I had more hostility just under the surface.  Then my sister started fussing at/with me and when I tried to remove myself from the conversation and she continued to berate and aggravate me.  In the blink of an eye, I had gone into a full blown rage from out of nowhere and I tried to kill her I flipped out so bad.  After that I stopped ... this drug and was so much better.  Read More Read Less  12Report this post",[],[]
4/23/2014,2.3,"I began taking abilify inconjunction with the cymbalta I had been taking for years.  the first 2 weeks I felt like the abilify was helping.  During the third week I had more hostility just under the surface.  Then my sister started fussing at/with me and when I tried to remove myself from the conversation and she continued to berate and aggravate me.  In the blink of an eye, I had gone into a full blown rage from out of nowhere and I tried to kill her I flipped out so bad.  After that I stopped ... this drug and was so much better.  Read More Read Less  12Report this post",[],[]
4/21/2014,3.7,"I feel good mentally with this medicine. I do have some side effects that are beginning to affect my daily life. I have to urinate constantly. I get a terrible, sudden urge to go. Also, I can't stop moving and twitching. My legs, fingers, feet...I am always fidgeting. I also have trouble sleeping so they put me on Trazedone. It helps me stay asleep. The worst problem I have is fear of driving. I am terrified to drive, I've begun to absolutely hate driving, I'm scared of parking, highways, mergin... g, ridiculous stuff. I don't know what to do.  Read More Read Less  272Report this post",[],[]
4/21/2014,3.7,"I feel good mentally with this medicine. I do have some side effects that are beginning to affect my daily life. I have to urinate constantly. I get a terrible, sudden urge to go. Also, I can't stop moving and twitching. My legs, fingers, feet...I am always fidgeting. I also have trouble sleeping so they put me on Trazedone. It helps me stay asleep. The worst problem I have is fear of driving. I am terrified to drive, I've begun to absolutely hate driving, I'm scared of parking, highways, mergin... g, ridiculous stuff. I don't know what to do.  Read More Read Less  272Report this post",[],[]
4/21/2014,3.7,"I feel good mentally with this medicine. I do have some side effects that are beginning to affect my daily life. I have to urinate constantly. I get a terrible, sudden urge to go. Also, I can't stop moving and twitching. My legs, fingers, feet...I am always fidgeting. I also have trouble sleeping so they put me on Trazedone. It helps me stay asleep. The worst problem I have is fear of driving. I am terrified to drive, I've begun to absolutely hate driving, I'm scared of parking, highways, mergin... g, ridiculous stuff. I don't know what to do.  Read More Read Less  2Report this post",[],[]
4/21/2014,3.7,"I feel good mentally with this medicine. I do have some side effects that are beginning to affect my daily life. I have to urinate constantly. I get a terrible, sudden urge to go. Also, I can't stop moving and twitching. My legs, fingers, feet...I am always fidgeting. I also have trouble sleeping so they put me on Trazedone. It helps me stay asleep. The worst problem I have is fear of driving. I am terrified to drive, I've begun to absolutely hate driving, I'm scared of parking, highways, mergin... g, ridiculous stuff. I don't know what to do.  Read More Read Less  2Report this post",[],[]
4/19/2014,5.0,11Report this post,[],[]
4/19/2014,5.0,11Report this post,[],[]
4/19/2014,2.3,"Within the first 4 hours of taking it the first night I was vomiting, the second and third night I was in excruciating pain in my upper abdominal area. I was told to stop taking it and after another two days of excruciating pain I was finally able to move agian. 9Report this post",['First Episode Psychosis'],[0.10104778513980922]
4/19/2014,2.3,"Within the first 4 hours of taking it the first night I was vomiting, the second and third night I was in excruciating pain in my upper abdominal area. I was told to stop taking it and after another two days of excruciating pain I was finally able to move agian. 9Report this post",['First Episode Psychosis'],[0.10104778513980922]
4/17/2014,5.0,"I almost shied away from this drug due to reading other people's reviews.  I only take 5 mgs a day but it has changed my life in a positive way, to say the least.  I have NOT experienced weight gain or any of the other negative side effects.  So far, it has enabled me to get out of bed and get things accomplished every day.  I feel like a real, live and productive person again!  So great after spending so much time letting life pass me by!    8Report this post",[],[]
